Teks|Sentimen
Saham Emiten Prajogo Pangestu yang Sudah Murah, Mau?. Saham TPIA atau Chandra Asri Pacific, emiten milik konglomerat Prajogo Pangestu, akhirnya murah. Simak target harga saham TPIA.|Positif
Harga Emas Perhiasan Hari Ini, Kamis 21 Mei 2026, Cek Update-nya. Harga emas perhiasan hari ini, Kamis (21/5/2026) di Raja Emas Indonesia, Hartadinata Abadi, dan Laku Emas berbagai karat. Berikut updatenya|Netral
Pasar Merespon Negatif Kebijakan Ekspor Satu Pintu. Market langsung mengkhawatirkan potensi meningkatnya intervensi pemerintah terhadap mekanisme ekspor, pricing, hingga fleksibilitas kontrak.|Negatif
IHSG Rontok Parah Lagi, 12 Saham ARB Berjemaah. IHSG hari ini rontok parah lagi 2,76% pada sesi I. Sebanyak 12 saham ARB berjemaah dan masuk daftar top losers, termasuk WBSA dan BRMS|Negatif
Harga Emas Digital Hari Ini, Kamis 21 Mei 2026. Harga emas digital hari ini, Kamis 21 Mei 2026, dari berbagai platform emas digital seperti Treasury, Lakuemas, IndoGold, ShariaCoin.|Netral
Harga Emas Bisa Masuk Tren Koreksi hingga ke Titik Ini. Pakar memprediksi harga emas akan menghadapi koreksi jangka pendek hingga ke level ini.|Negatif
Harga Emas Antam (ANTM), UBS, dan Galeri 24 di Pegadaian, Kamis 21 Mei 2026. Harga emas Antam (ANTM), UBS, dan Galeri 24 di Pegadaian hari ini, Kamis (21/5/2025). Cek update lengkapnya|Netral
EXCL, ISAT, dan TLKM Berebut Dominasi 5G. Partisipasi PT XL Smart Sejahtera Tbk (EXCL), PT Indosat Tbk (ISAT), dan Telkomsel di lelang spektrum memanaskan lagi kompetisi emiten telko|Positif
Risalah The Fed Beri Sinyal Kenaikan Suku Bunga, Harga Bitcoin (BTC) Bakal Tertekan. Risalah terbaru dari Federal Reserve (The Fed) memperkuat kekhawatiran kenaikan suku bunga yang akan memberi tekanan pada bitcoin (BTC).|Negatif
Pemberat IHSG, Bisa-bisa Jatuh ke Sini. Indeks harga saham gabungan (IHSG) kembali melanjutkan pelemahan setelah breakdown area support penting.|Negatif
Saham BMRI Menguat, Bisa Mentok Segini. Saham bank pelat merah, PT Bank Mandiri (Persero) Tbk (BMRI) memiliki potensi untuk menguat ke level resistance (batas atas).|Positif
Indikasi Smart Money di Saham BUMI. Saham Bumi Resources (BUMI) kembali melemah, tapi kemarin saham BUMI diserok asing.|Positif
Sempat Nyungsep, Suspensi Saham Ini Dibuka Kembali. PT Bursa Efek Indonesia (BEI) membuka penghentian sementara atau suspensi satu saham, mulai sesi I perdagangan Kamis (21/5/2026).|Netral
IHSG Terjun ke Level Terendah, 5 Saham Justru Terbang. IHSG hari ini terjun ke level terendah pada sejam perdagangan. 5 saham justru terbang dan masuk daftar top gainers, ada yang ARA|Positif
Skenario Harga Emas, Penerawangan Pakar. Dalam jangka pendek, emas kemungkinan akan diperdagangkan dalam koridor harga antara US$ 4.420 dan US$ 4.540.|Netral
IHSG Rontok Lagi, Ini Gara-garanya. Indeks harga saham gabungan (IHSG) kembali memerah pada sesi I Kamis (21/5/2026).|Negatif
Kurs Dolar AS di BCA, Bank Mandiri, BRI, & BNI Hari Ini Kamis 21 Mei 2026. Berikut adalah kurs jual beli dolar AS di bank BCA, Bank Mandiri, hingga bank BRI dan BNI pada Kamis, 21 Mei 2026.|Netral
Harga Emas Tahan Kenaikan, Pasar Cermati Negosiasi AS dan Iran. Harga emas hari ini naik terbatas di tengah sentimen AS-Iran, risiko inflasi global, dan ekspektasi kebijakan suku bunga The Fed|Positif
RUPST Bank Raya 2026 Setujui Perubahan Susunan Pengurus. RUPST dihadiri para pemegang saham, mewakili 89,53% atau sejumlah 22,08 miliar saham dari seluruh jumlah saham yang dikeluarkan perseroan.|Netral
Nilai Tukar Rupiah Hari Ini, Kamis 21 Mei 2026: Menguat Perkasa. Nilai tukar (kurs) rupiah hari ini pada Kamis (21/5/2026) menguat perkasa terhadap dolar AS. Rupiah menguat ke level ini.|Positif
IHSG Loncat Tinggi, 5 Saham Naik Tajam. IHSG hari ini dibuka loncat tinggi 0,76%. Ada 5 saham naik tajam dan masuk daftar top gainers, termasuk MORA.|Positif
Siap-siap Harga Emas Bisa Jeblok Segini. Analis memprediksi harga emas menghadapi risiko penurunan lebih lanjut ke level ini.|Negatif
Harga Perak Antam (ANTM) Hari Ini, Kamis 21 Mei 2026: Menanjak Tinggi. Harga perak Antam (ANTM) hari ini pada Kamis (21/5/2026) terpantau naik drastis. Harga perak Antam menanjak ke level ini.|Positif
Siap-siap BBCA, Ada Bocoran Ini. Saham Bank Central Asia (BBCA) diprediksi berpotensi rebound.|Positif
Asing Kabur, Saham Ini Jadi Korban. Asing mencetak transaksi jual bersih (net sell), saat IHSG, Rabu (20/5/2026) , ditutup melemah. Saham BBCA, BBRI dan TPIA dilepas asing.|Negatif
Harga Emas Antam (ANTM) Hari Ini, Kamis 21 Mei 2026: Meroket ke Rp 2,8 Juta. Harga emas Antam (ANTM) terpantau meroket ke Rp 2,8 juta pada Kamis (21/5/2026). Cek juga harga beli kembali (buyback) emas Antam|Positif
Asing Belanja, Saham Ini Diserok Habis-habisan. Asing mencetak transaksi beli bersih (net buy), saat IHSG, Rabu (20/5/2026), ditutup melemah. Saham BUMI, BMRI dan ADRO diborong asing.|Positif
PGN (PGAS) Teken Kesepakatan Strategis. PGN (PGAS) resmi menyepakati prinsip-prinsip komersial utama atau agreements in principle dengan INPEX CORPORATION (INPEX).|Positif
IHSG Berpotensi Rebound, Bersiap 6 Saham Bakal Cuan. Indeks harga saham gabungan (IHSG) berpotensi rebound atau menguat pada perdagangan, Kamis (21/5/2026).|Positif
SetiabudiInvest Gandeng Bahana Sekuritas. PT Setiabudi Investment Management menjalin kemitraan strategis dengan PT Bahana Sekuritas.|Positif
Saham Pilihan untuk Trading 21 Mei dan Target Harganya. IHSG bakal fluktuasi, rekomendasi saham pilihan JPFA, BBCA, BDMN hingga AADI untuk trading hari ini dengan target harganya|Positif
IHSG akan Bergerak Terbatas, tapi 3 Saham Berpeluang Cuan. Indeks harga saham gabungan (IHSG) diprediksi akan bergerak terbatas pada perdagangan Kamis (21/5/2026).|Positif
Saham PTBA Diserok, Harga Bisa-bisa ke Sini. Saham Bukit Asam (PTBA) jadi sasaran investor asing.|Positif
Saham PBV di Bawah 1, Yield Dividen Tembus 11%, Lo Kheng Hong Pegang Banyak. Ramayana (RALS) akan membagikan dividen Rp 50 per saham.|Positif
Harga Batu Bara Ambles, Pasar Soroti Ekspor RI dan Pasar Energi Global. Harga batu bara mayoritas ambles di tengah meredanya krisis energi dan munculnya sentimen baru dari kebijakan ekspor Indonesia|Negatif
Perubahan Situasi di Saham BUMI, Harga Diramal ke Sini. Saham Bumi Resources (BUMI) kembali anjlok kemarin, tapi asing mencetak net buy.|Netral
Harga Emas Perhiasan Hari Ini, Kamis 21 Mei 2026, Cek Rinciannya. Harga emas perhiasan hari ini, Kamis (21/5/2026) di Raja Emas Indonesia, Hartadinata Abadi, dan Laku Emas dalam berbagai karat|Netral
Saham CDIA Dilahap Terus. Saham Chandra Daya Investasi (CDIA) kembali jadi santapan asing.|Positif
Harga Bitcoin (BTC) Bangkit ke US$ 77.000, tapi Ancaman Koreksi Belum Hilang. Harga Bitcoin (BTC) bangkit ke US$ 77.000 meski ETF BTC dibanjiri outflow dan pasar masih dibayangi risiko koreksi|Netral
Ahli Ungkap Sinyal Besar Harga Emas, Bisa Tembus Rekor Lagi. Ahli memprediksi harga emas berpotensi ke US$ 5.400 per ons troi dan bisa menembus rekor ATH didorong permintaan global yang kuat|Positif
IHSG Fluktuatif Usai BI Rate Naik, Cermati Peluang Cuan 5 Saham. Phintraco Sekuritas memprediksi IHSG hari ini fluktuatif usai BI rate naik, merekomendasikan cermati peluang cuan lima saham, termasuk PTBA|Positif
Harga CPO Tertahan Sentimen Ekspor RI. Harga CPO bergerak tertahan di tengah sentimen rencana badan ekspor RI dan lemahnya ekspor sawit Malaysia.|Negatif
BERITA POPULER: Geliat Harga Emas Perhiasan hingga BDMN-MUFG Penantang Baru BBCA. Berita populer dalam 24 jam terakhir, mulai dari geliat harga emas perhiasan hingga BDMN-MUFG penantang baru BBCA|Netral
Harga Minyak Anjlok Nyaris 6%, Trump Klaim Negosiasi Iran Masuk Tahap Akhir. Harga minyak dunia anjlok nyaris 6% setelah Trump menyebut negosiasi Iran memasuki tahap akhir|Negatif
Wall Street Rebound Besar, Yield Obligasi AS dan Harga Minyak Turun. Wall Street rebound besar setelah yield obligasi AS dan harga minyak turun di tengah optimisme negosiasi Iran|Positif
Harga Emas Mendadak Naik 1%, Sinyal Pasar Mulai Berubah. Harga emas mendadak naik 1% dipicu turunnya yield AS dan harga minyak di tengah harapan meredanya konflik Iran|Positif
Optimistis Harga CPO Tetap Tinggi, CSRA Bidik Target Double Digit. PT Cisadane Sawit Raya Tbk (CSRA) tetap optimistis terhadap prospek industri kelapa sawit hingga akhir 2026.|Positif
Sucor Sekuritas Ungkap Optimisme hingga Disiplin Investasi. Sucor Sekuritas resmi meluncurkan lagu inspiratif.|Netral
Investor Syariah Naik 425 Kali Lipat per April 2026. PT Bursa Efek Indonesia (BEI) melaporkan, jumlah investor syariah melonjak lebih dari 425 kali lipat, sejak 2012 hingga April 2026.|Positif
Perry Yakin Rupiah Tinggal Menguat Saja Usai BI-Rate Naik 50 Bps. Perry optimistis rupiah menguat mulai Juli-Agustus 2026, terlebih usai BI menaikkan BI-Rate 50 bps dan memperkuat intervensi pasar.|Positif
BUMI dan BMRI Diserok, Asing Net Buy Lagi. Investor asing kembali beli bersih (net buy) di Bursa Efek Indonesia, Rabu (20/5/2026). Saham BUMI, BMRI, dan ADRO banyak diserok asing.|Positif
Rombak Direksi, KAQI Siapkan Ekspansi. PT Jantra Grupo Indonesia Tbk (KAQI), menetapkan direksi baru serta menyetujui perubahan KBLI dalam RUPSLB pada Rabu (20/5/2026).|Netral
Trimegah Nilai Kenaikan BI-Rate Tepat, Rupiah Bersiap ke Rp 16.800. Trimegah menilai kenaikan BI-Rate 50 bps sudah tepat dan membuka peluang rupiah menguat hingga Rp 16.800 per dolar AS.|Positif
Saham BBRI Push Rank. Saham BBRI atau BRI perlahan tapi pasti bergerak naik peringkat di jajaran top 10 market cap. Simak juga rekomendasi saham BBRI.|Positif
Prediksi Harga Emas Antam (ANTM) Kamis 21 Mei 2026. Harga emas Antam (ANTM) diproyeksi bergerak fluktuatif pada Kamis besok, 21 Mei 2026. Harga emas Antam bisa menyentuh level ini.|Netral
Prediksi IHSG dan Rekomendasi Saham Kamis, 21 Mei 2026. Indeks harga saham gabungan (IHSG) diprediksi akan bergerak variatif pada perdagangan, Kamis (21/5/2026).|Netral
Kolaborasi TVRI, WIFI, IRSX Siarkan Piala Dunia di OTT Folaplay. PT Folago Global Nusantara Tbk (IRSX) melalui aplikasi streaming OTT FolaPlay resmi mengumumkan kolaborasi strategis.|Positif
Ramalan Rupiah Setelah Mampu Bangkit. Pada perdagangan Rabu (20/5/2026), rupiah ditutup menguat 52 poin terhadap dolar AS setelah sebelumnya sempat melemah di Rp 17.653.|Positif
SRBI Diguyur Dana Asing Rp 221 Triliun. Dana asing di SRBI melonjak jadi Rp 221,59 triliun. BI optimistis rupiah tetap stabil di tengah gejolak global.|Positif
Saham Batu Bara Ini Melawan Arus, Harga Masih Murah. Saham ITMG atau Indo Tambangraya Megah tetap menguat, padahal sebagian besar saham batu bara anjlok. Saham ITMG masih murah pula.|Positif
IHSG Melemah, 5 Saham Justru Kasih Cuan hingga 29%. Indeks harga saham gabungan (IHSG) hari ini, Rabu (20/5/2026), ditutup melemah 52,18 poin (0,82%) ke level 6.318,5.|Positif
Rupiah Bangkit dari Rentetan Tekanan. Pada perdagangan Rabu (20/5/2026), rupiah ditutup menguat 52 poin terhadap dolar AS setelah sebelumnya sempat melemah di Rp 17.653.|Positif
Saham LQ45 Murah Meriah, Laba Terbang 166%, Potensi Cuan 31%. Saham JPFA yang masuk indeks LQ45 sedang murah dan berpotensi memberikan cuan besar. Target harga saham JPFA segini.|Positif
Emiten Grup Djarum (SUPR) Siapkan Tahapan Go Private. Emiten Grup Djarum, PT Solusi Tunas Pratama Tbk (SUPR), mulai menyiapkan proses go private dan delisting dari Bursa Efek Indonesia (BEI).|Negatif
Harga Emas Hari Ini, Rabu 20 Mei 2026, di BSI, HRTA, Lotus Archi & Minigold. Simak harga emas di BSI, HRTA (Emasku & EmasKita), Lotus Archi, dan Minigold pada hari ini, Rabu 20 Mei 2026|Netral
Mirae Asset Ungkap Strategi Investasi Saham di Kuartal II-2026. Mirae Asset ungkap strategi investasi kuartal II-2026 di tengah volatilitas global, inflasi, dan peluang saham perbankan|Netral
MP Store (MPIX) Gandeng VGreen, Siapkan 20.000 Battery Swap Station. MP Store (MPIX) gandeng VGreen bangun hingga 20.000 battery swap station di Indonesia, dorong percepatan ekosistem kendaraan listrik|Positif
Harga Emas Digital Hari Ini, Rabu 20 Mei 2026: Turun Drastis. Harga emas digital hari ini, Rabu 20 Mei 2026, dari berbagai platform emas digital seperti Treasury, Lakuemas, IndoGold, ShariaCoin.|Negatif
OK Bank (DNAR) Fokus Penguatan Aset dan Profitabilitas. OK Bank terus menjaga penguatan aset dan pertumbuhan profitabilitas tahun ini.|Positif
Kepercayaan Investor di Titik Nadir. Kondisi itu memberi sinyal jelas bahwa penurunan IHSG tidak semata faktor global, tetapi juga mencerminkan rapuhnya kepercayaan investor.|Negatif
Saham BUMI Banyak Peminat. Asing bermanuver dengan melakukan aksi beli di saham PT Bumi Resources Tbk (BUMI).|Positif
Harga Emas Perhiasan Hari Ini, Rabu 20 Mei 2026, Cek Update-nya. Harga emas perhiasan hari ini, Rabu (20/5/2026) di Raja Emas Indonesia, Hartadinata Abadi, dan Laku Emas berbagai karat. Berikut updatenya|Netral
Saham BMRI Dikejar Habis-habisan. Asing bermanuver dengan banyak melakukan aksi beli di saham PT Bank Mandiri (Persero) Tbk (BMRI).|Positif
IHSG Bergejolak Dibayangi Perang AS dan Iran hingga Jurus Baru Prabowo. IHSG hari ini bergejolak dibayangi perang AS-Iran, lonjakan yield obligasi, hingga jurus baru Prabowo soal ekspor komoditas|Negatif
Strategi BAUT Genjot Kinerja 2026. Emiten logam bahan konstruksi, PT Mitra Angkasa Sejahtera Tbk (BAUT), mengungkap sejumlah strategi meningkatkan kinerja pada 2026.|Positif
Saham BBCA Jadi Bulan-bulanan. Asing bermanuver dengan melakukan aksi jual di saham PT Bank Central Asia Tbk (BBCA).|Negatif
IHSG Jungkir Balik, 7 Saham Nyungsep hingga ARB. IHSG hari ini kembali jungkir balik, sempat menghijau akhirnya ditutup jatuh 0,6% pada sesi I. 7saham nyungsep hingga ARB, termasuk WSBA|Negatif
Tren Aksi Beli Emas Diprediksi Pakar Bakal Begini. Analis di Goldman Sachs memperkirakan bank sentral akan terus melanjutkan aksi beli emas di sisa tahun 2026.|Positif
Harga Emas Antam (ANTM), UBS, dan Galeri 24 di Pegadaian, Rabu 20 Mei 2026. Harga emas Antam (ANTM), UBS, dan Galeri 24 di Pegadaian hari ini, Rabu (20/5/2025). Cek update lengkapnya|Netral
Rayakan 15 Tahun Kebangkitan, BEI Bawa Pasar Modal Syariah Indonesia ke Level Global. jumlah investor saham Syariah dalam lima tahun terakhir sejak tahun 2020 telah meningkat 158% dari 85.891 investor menjadi 221.714 investor.|Positif
Siasat GOTO Jaga Profitabilitas. PT GoTo Gojek Tokopedia Tbk (GOTO) menyiapkan empat langkah strategis, guna menjaga profitabilitas.|Positif
Saham BUMI Anjlok Lagi, Ada yang Menggebu-gebu. Saham Bumi Resources (BUMI) kembali jatuh pada sesi I perdagangan hari ini.|Negatif
VKTR Mobilitas Siap Tancap Gas. PT VKTR Teknologi Mobilitas Tbk (VKTR) berharap 2026 menjadi momentum tancap gas. Bagaimana strategi emiten bakrie ini memacu kinerja?|Positif
Emiten Prajogo (CUAN) Akhirnya Buka-bukaan. Emiten Prajogo, Petrindo Jaya Kreasi (CUAN) memberikan penjelasan volatilitas harga saham,|Netral
Emiten Portofolio Haji Isam Gelar Akuisisi, Saham Berbalik Arah. Abadi Nusantara Hijau Investama (PACK), emiten portofolio Haji Isam, memborong saham perusahaan nikel. Namun, saham PACK berbalik arah.|Negatif
Tanda-tanda Genting Harga Emas. Harga emas untuk pekan mendatang akan berada di kisaran harga yang diproyeksikan adalah US$ 4.455-4.589.|Netral
Investor Tunggu Jurus Jitu Prabowo dan BI. IHSG hari ini berpeluang rebound usai oversold. Pasar menanti pidato Prabowo dan keputusan BI Rate|Positif
Saham GGRM Dilahap Terus, Muncul Info Ini. Saham Gudang Garam (GGRM) terus membukukan net buy asing.|Positif
RMKE Stock Split 1:5. PT RMK Energy Tbk (RMKE) mengumumkan rencana pemecahan nilai nominal saham (stock split) dengan rasio 1:5.|Positif
IHSG Akrobat Lagi, Tiba-tiba Loncat, Saham-Saham Ini Melonjak. IHSG hari ini akrobat, riba-tiba loncat pada sejam perdagangan ,Saham-saham ini melonjak dan masuk daftar top gainers, termasuk BDMN|Positif
Saham Emiten Prajogo Diserok. Saham emiten Prajogo Pangestu (TPIA) diserok.|Positif
CBDK Buyback Saham Rp 250 Miliar. PT Bangun Kosambi Sukses Tbk (CBDK) berencana melakukan pembelian kembali (buyback) saham dengan dana sebanyak-banyaknya Rp 250 miliar.|Positif
Harga Emas Bersiap Bikin Kejutan. Harga emas bisa membuat kejutan sebelum akhir 2026. Kalangan pakar tetap optimistis harga emas berpeluang rebound ke level ini.|Positif
Emas Kehilangan Taji, Pakar Prediksi Terseret ke Level Terendah. Harga emas diproyeksi lanjut melemah ke level terendah dalam 5 bulan akibat tekanan dolar AS, yield obligasi, dan sentimen bearish global|Negatif
Kurs Dolar AS di BCA, Bank Mandiri, BRI, & BNI Hari Ini Rabu 20 Mei 2026. Berikut adalah kurs jual beli dolar AS di bank BCA, Bank Mandiri, hingga bank BRI dan BNI pada Rabu, 20 Mei 2026.|Netral
Nilai Tukar Rupiah Hari Ini, Rabu 20 Mei 2026: Kembali Anjlok. Nilai tukar (kurs) rupiah hari ini pada Rabu (20/5/2026) kembali melemah terhadap dolar AS. Rupiah ambles ke level ini.|Negatif
IHSG Kembali Terpukul, 5 Saham Justru Melesat. IHSG hari ini dibuka kembali terpukul 0,29%. Namun, sebanyak 5 saham justru melesat dan masuk daftar top gainers, termasuk INDX|Negatif
Harga Perak Antam (ANTM) Hari Ini, Rabu 20 Mei 2026: Longsor Dalam ke Zona Merah. Harga perak Antam (ANTM) hari ini pada Rabu (20/5/2026) terpantau jatuh cukup dalam. Harga perak Antam anjlok ke level ini.|Negatif
Perkuat Ekspansi, Segar Kumala (BUAH) Siap Gelar RUPS. PT Segar Kumala Indonesia Tbk (BUAH), resmi mengumumkan rencana penyelenggaraan Rapat Umum Pemegang Saham (RUPS) Tahunan.|Netral
Perbedaan Nasib FORE Sekarang. Saham Fore Kopi Indonesia (FORE) berbeda nasibnya dalam 3 hari bursa terakhir karena jadi diborong asing.|Positif
IHSG Berpotensi Lanjut Melemah, 6 Saham Justru Dijagokan. Indeks harga saham gabungan (IHSG) diprediksi masih akan melemah pada perdagangan, Rabu (20/5/2026).|Negatif
Harga Emas Antam (ANTM) Hari Ini, Rabu 20 Mei 2026: Jatuh Keras. Harga emas Antam (ANTM) terpantau jatuh keras pada Rabu (20/5/2026). Cek juga harga beli kembali (buyback) emas Antam|Negatif
Harga Emas Kata JP Morgan Bisa Balik Arah ke Level Ini. Bank investasi JP Morgan merevisi prospek rata-rata harga emas untuk sisa tahun 2026.|Netral
Saham Anjlok 57% Disuspensi BEI. Bursa Efek Indonesia (BEI) melakukan suspensi atau penghentian sementara terhadap saham SHIP, mulai sesi I perdagangan, Rabu (20/5/2026).|Negatif
Momen Krusial CDIA. Hari ini merupakan cum dividen Chandra Daya Investasi (CDIA).|Positif
Saham CUAN, TPIA dan 3 Lainnya Masuk UMA. Bursa Efek Indonesia (BEI) memantau pergerakan Unusual Market Activity (UMA) terhadap lima saham emiten, pada Rabu (20/5/2026).|Negatif
Saham Pilihan untuk Trading 20 Mei dan Target Harganya. IHSG bakal melemah, rekomendasi saham pilihan TLKM, BBNI, ADRO hingga ANTM untuk trading hari ini dengan target harganya|Positif
Saham ANTM Berani Diserok, Ada Hitungan Cuannya. Saham Antam (ANTM) kembali jatuh kemarin. Tapi investor asing membukukan net buy di saham ANTM.|Positif
IHSG Masih dalam Tekanan, tapi 3 Saham Siap Cuan. Indeks harga saham gabungan (IHSG) diprediksi masih akan dalam tekanan pada perdagangan, Rabu (20/5/2026).|Positif
Asing Banyak Kabur dari Saham Ini. Asing mencetak transaksi jual bersih (net sell), saat IHSG, Selasa (19/5/2026), ditutup melemah. Saham BBCA, BREN dan BBRI dilepas asing.|Negatif
Perubahan Drastis di Saham BBCA, Harga Bisa-bisa ke Sini. Saham Bank Central Asia (BBCA) mendadak jatuh dan asing kabur.|Negatif
Harga Batu Bara Membara, Dipicu India dan Rumor Ekspor RI. Harga batu bara membara dipicu gelombang panas India dan rumor pembatasan ekspor komoditas Indonesia|Positif
Asing Masuk, Saham-saham Ini Jadi Incaran. Asing mencetak transaksi beli bersih (net buy), saat IHSG, Selasa (19/5/2026), ditutup melemah. Saham MDKA, ADRO dan MBMA diborong asing.|Positif
Harga Emas Perhiasan Hari Ini, Rabu 20 Mei 2026, Cek Rinciannya. Harga emas perhiasan hari ini, Rabu (20/5/2026) di Raja Emas Indonesia, Hartadinata Abadi, dan Laku Emas dalam berbagai karat|Netral
